GÖKHAN-Hamzaoğlu-1030520000-2,004-4954-1220-4-E
ALİ-Toraman-1030520032-0,63-8315-2082-4-E
EFE-Erbulak-1030520033-2,844-2887-704-4-E
MEHMET-Demirbaş-1030520034-0,924-7599-1887-4-E
MAHMURE-Kunt-1030520035-0,756-8019-2000-4-K
GÜLBEN-Küçükler-1030520036-3,91-223-55-4-K
OKTAY-Özberk-1030520037-1,433-6360-1568-4-E
ÇAĞRI-Karabulut-1030520038-2,808-2959-722-4-E
HALDUN-Dalkıran-1030520039-3,571-1065-268-4-E
NAZLI-Bakırcıoğlu-1030520040-1,164-7020-1735-4-K
GÖKÇE-Kunter-1030520041-0-9999-2500-4-K
BEGÜM-Mayhoş-1030520042-3,777-563-136-4-K
AYFER-Polat-1030520043-3,005-2450-594-4-K
AYLİN-Topaloğlu-1030520044-2,434-3908-963-4-K
PINAR-Korol-1030520045-0,412-8886-2214-4-K
ÇAĞRI-Erberk-1030520046-3,853-371-89-4-E
ÇİCEK-Kulaksızoğlu-1030520047-0,965-7490-1855-4-K
DİDEM-Kutlay-1030520048-2,729-3199-778-4-K
AYŞE-Arıcan-1030520049-3,712-715-179-4-K
ÇİCEK-Beşerler-1030520050-0,41-8892-2216-4-K
ABDURRAHMAN-Alpuğan-1030520051-3,536-1156-285-4-E
ÇİLENAY-Tokatlıoğlu-1030520052-0,692-8157-2041-4-K
BUĞRA-Ekici-1030520053-1,372-6518-1612-4-E
MAHMUT-Ertürk-1030520054-1,959-5069-1252-4-E
DİLEK-Adal-1030520055-3,97-71-16-4-K
AYŞE-Akbulut-1030520056-0,937-7564-1881-4-K
GÜRBÜZ-Akman-1030520057-3,356-1593-396-4-E
HİLAL-Yazıcı-1030520058-0,546-8537-2133-4-K
DERVİŞ-Polat-1030520059-2,985-2497-603-4-E
SİBEL-Körmükçü-1030520060-1,05-7283-1797-4-K
SUZAN-Egeli-1030520061-3,274-1789-448-4-K
AYLİN-Tütüncü-1030520062-2,743-3154-764-4-K
YEŞİM-Velioğlu-1030520063-2,959-2563-620-4-K
BERFİN-Topaloğlu-1030520064-0,242-9330-2326-4-K
PELİN-Sezek-1030520065-3,293-1743-435-4-K
HABİBE-Özbey-1030520066-0,031-9910-2475-4-K
ŞULE-Saygıner-1030520067-0,824-7835-1956-4-K
ALPEREN-Akgül-1030520068-3,757-602-149-4-E
GÜLNAZ-Aşıkoğlu-1030520069-2,02-4910-1209-4-K
ALPEREN-Akay-1030520070-0,023-9940-2482-4-E
YUSUF-Adal-1030520071-3,119-2173-532-4-E
SEZER-Doğan -1030520072-3,327-1660-417-4-E
NERGİS-Baturalp-1030520073-2,757-3111-750-4-K
BERAT-Topaloğlu-1030520074-3,356-1594-397-4-E
FERİHA-Özdoğan-1030520075-2,378-4049-1004-4-K
FERHAN-Yorulmaz-1030520076-1,029-7338-1814-4-K
HAMZA-Koçyiğit-1030520077-2,953-2582-625-4-E
ONUR-Baturalp-1030520078-1,704-5681-1391-4-E
HÜMEYRA-Tekand-1030520079-3,215-1940-481-4-K
EYŞAN-Önür-1030520080-3,617-962-243-4-K
ÇAĞRI-Durak -1030520081-1,437-6344-1562-4-E
LATİFE-Özberk-1030520082-1,98-5020-1238-4-K
ÇAĞRI-Keçeci-1030520083-1,924-5149-1273-4-E
ESMA-Ağaoğlu-1030520084-3,945-136-27-4-K
GÜLÇİN-Akgül-1030520085-1,537-6083-1500-4-K
HALUK-Adan-1030520086-3,532-1166-287-4-E
TAYFUN-Nalbantoğlu-1030520087-1,162-7022-1736-4-E
AHU-Uca-1030520088-0,355-9032-2253-4-K
FATİH-Günday-1030520089-2,121-4681-1153-4-E
AYLİN-Sözeri-1030520090-1,495-6190-1524-4-K
TAYFUR-Ertürk-1030520091-3,385-1524-378-4-E
EFE-Aclan-1030520092-1,895-5227-1291-4-E
NELİS-Okumuş-1030520093-0,458-8774-2184-4-K
MUHAMMED-Paksüt-1030520094-2,246-4361-1075-4-E
DİLRUBA-Erbulak-1030520095-1,358-6557-1621-4-K
NECLA-Arıcan-1030520096-3,489-1273-315-4-K
ERSİN-Sezek-1030520097-2,954-2577-623-4-E
ASLIHAN-Adıvar-1030520098-2,666-3331-815-4-K
ÖZKAN-Okumuş-1030520099-3,264-1818-454-4-E
GÜLÇİN-Sepetçi-1030520100-3,26-1834-458-4-K
DERYA-Velioğlu-1030520101-1,745-5580-1373-4-K
CAFE-Sezek-1030520102-0,156-9580-2379-4-E
CAFER-Elmastaşoğlu-1030520103-0,48-8709-2171-4-E
PELİN-Aybar-1030520104-2,984-2500-604-4-K
DİLEK-Taşlı-1030520105-1,922-5155-1274-4-K
EREN-Pekkan-1030520106-0,359-9021-2250-4-E
İSMAİL-Adan-1030520107-0,449-8798-2193-4-E
DİLAVER-Ekici-1030520108-3,478-1295-318-4-E
AHSEN-Sandalcı-1030520109-0,342-9059-2258-4-K
DUYGU-Balcı-1030520110-2,433-3912-965-4-K
SEFANUR-Erez-1030520111-0,963-7495-1858-4-K
DİLEK-Günday-1030520112-0,252-9309-2315-4-K
LEYLA-Kulaksızoğlu-1030520113-0,495-8677-2161-4-K
ÇAĞRI-Sarıoğlu-1030520114-2,462-3823-944-4-E
KÜRŞAD-Ilıcalı-1030520115-0,086-9773-2432-4-E
ESEN-Kasapoğlu-1030520116-1,356-6561-1622-4-K
HABİBE-Abadan-1030520117-1,59-5948-1468-4-K
SEFA-Karaböcek-1030520118-2,584-3535-874-4-E
HAKAN-Kahveci-1030520119-3,321-1679-421-4-E
BİLGE-Akışık-1030520120-0,942-7549-1876-4-K
GÖNÜL-Ozansoy-1030520121-2,691-3283-803-4-K
YELİZ-Yılmazer-1030520122-2,183-4505-1106-4-K
İLYA-Solmaz-1030520123-1,706-5675-1389-4-K
OKTAY-Adan-1030520124-0,002-9990-2498-4-E
İBRAHİM-Erginsoy-1030520125-3,11-2195-538-4-E
NEŞE-Pektemek-1030520126-3,929-174-41-4-K
FERHAN-Babacan-1030520127-2,194-4482-1100-4-K
MİHRİBAN-Aclan-1030520128-2,857-2850-696-4-K
ERTUĞRUL-Sinanoğlu-1030520129-0,671-8216-2053-4-E
EFEKAN-Dalkıran-1030520130-2,897-2740-667-4-E
FAHRİ-Kılıççı-1030520131-1,568-6002-1483-4-E
NAZİFE-Elmastaşoğlu-1030520132-2,503-3707-907-4-K
DOĞUKAN-Özbey-1030520133-1,336-6615-1632-4-E
HALİME-Özkök -1030520134-0,471-8730-2176-4-K
AFŞIN-Nalbantoğlu-1030520135-1,984-5009-1236-4-E
ŞEYDA-Yılmazer-1030520136-2,881-2794-683-4-K
CANAN-Topaloğlu-1030520137-0,405-8906-2222-4-K
RUKİYE-Dizdar -1030520138-3,698-742-182-4-K
MERAL-Koçyiğit-1030520139-0,469-8735-2179-4-K
BUSE-Aybar-1030520140-0,654-8253-2062-4-K
RUKİYE-Topaloğlu-1030520141-3,4-1479-366-4-K
BERKAN-Özbey-1030520142-2,469-3798-939-4-E
EFE-Yılmazer-1030520143-2,076-4794-1183-4-E
MERT-Koçyiğit-1030520144-2,162-4555-1114-4-E
AYLİN-Sinanoğlu-1030520145-0,878-7711-1916-4-K
TEVFİK-Akman-1030520146-2,741-3162-767-4-E
DEMET-Pekkan-1030520147-3,341-1627-410-4-K
VEYSEL-Ayverdi-1030520148-0,123-9666-2400-4-E
GÜRBÜZ-Koç-1030520149-1,184-6976-1722-4-E
MELEK-Alyanak-1030520150-0,827-7827-1952-4-K
SELİM-Korol-1030520151-2,498-3718-912-4-E
BERFİN-Öztonga-1030520152-2,912-2692-653-4-K
FERDA-Akbulut-1030520153-2,746-3145-760-4-K
AYFER-Pekkan-1030520154-0,796-7903-1974-4-K
DİLRUBA-Sepetçi-1030520155-2,68-3307-809-4-K
BAŞARAN-Doğan -1030520156-0,733-8069-2017-4-E
MİNE-Babacan-1030520157-0,994-7419-1831-4-K
ŞAHİN-Ekşioğlu-1030520158-2,546-3623-887-4-E
PELİN-Çetiner-1030520159-1,986-5000-1233-4-K
MELİKE-Hamzaoğlu-1030520160-2,136-4634-1140-4-K
MELODİ-Kurutluoğlu-1030520161-2,048-4850-1196-4-K
ENİSE-Öztonga-1030520162-3,633-913-228-4-K
CEREN-Baturalp-1030520163-3,514-1211-296-4-K
BARAN-Oraloğlu-1030520164-0,698-8141-2038-4-E
SERGEN-Karabulut-1030520165-2,429-3924-969-4-E
NELİS-Özbey-1030520166-1,242-6852-1688-4-K
ESEN-Sarıoğlu-1030520167-2,299-4246-1048-4-K
SEFA-Körmükçü-1030520168-3,01-2435-590-4-E
GÜL-Menemencioğlu-1030520169-0,958-7506-1863-4-K
HALUK-Öztonga-1030520170-0,812-7870-1965-4-E
GAMZE-Özgörkey-1030520171-2,609-3480-858-4-K
HASAN-Topaloğlu-1030520172-3,729-671-165-4-E
MURAT-Erdoğan-1030520173-1,959-5070-1253-4-E
SEMİH-Alyanak-1030520174-1,864-5301-1306-4-E
FATİH-Türkdoğan-1030520175-0,756-8020-2001-4-E
DESTAN-Evliyaoğlu-1030520176-1,576-5980-1472-4-K
DOĞUKAN-Sözeri-1030520177-2,777-3052-743-4-E
GÜLNAZ-Egeli-1030520178-1,763-5536-1364-4-K
KÜRŞAD-Hakyemez-1030520179-2,086-4762-1177-4-E
HÜSAMEDDİN-Kumcuoğlu-1030520180-2,747-3143-758-4-E
GÖKHAN-Adan-1030520181-2,47-3794-937-4-E
BUĞRA-Kıraç -1030520182-3,962-88-19-4-E
FERDANE-Adan-1030520183-2,793-3004-730-4-K
HÜSEYİN-Yılmazer-1030520184-3,948-125-25-4-E
MİHRİBAN-Ağaoğlu-1030520185-1,682-5738-1410-4-K
GÜLÇİN-Uca-1030520186-1,262-6799-1676-4-K
FULYA-Hakyemez-1030520187-3,389-1509-373-4-K
NAZİK-Hakyemez-1030520188-2,108-4717-1163-4-K
NURULLAH-Elmastaşoğlu-1030520189-2,265-4316-1062-4-E
GÜRBÜZ-Karadaş-1030520190-1,985-5003-1234-4-E
EMRE-Beşerler-1030520191-2,894-2759-671-4-E
DİLAN-Akışık-1030520192-0,44-8819-2200-4-K
DEMET-Bolatlı-1030520193-0,89-7689-1910-4-K
UTKU-Orbay-1030520194-1,702-5689-1394-4-E
ÖZKAN-Dağdaş-1030520195-2,189-4495-1103-4-E
CEM-Doğan -1030520196-3,398-1486-370-4-E
İPEK-Baturalp-1030520197-0,258-9292-2310-4-K
KALENDER-Karadaş-1030520198-3,787-534-129-4-E
İLAYDA-Erbay-1030520199-1,603-5918-1461-4-K
NURAN-Ertepınar-1030520200-2,431-3920-967-4-K
ERDEM-Yıldırım -1030520201-2,625-3445-849-4-E
HASAN-Aclan-1030520202-2,728-3202-780-4-E
SEFA-Akyüz-1030520203-0,495-8678-2162-4-E
SEFA-Ertürk-1030520204-3,109-2201-540-4-E
KADRİYE-Durak -1030520205-2,604-3494-863-4-K
DENİZ-Hamzaoğlu-1030520206-0,051-9853-2463-4-K
HALİT-Ağaoğlu-1030520207-2,487-3752-922-4-E
SENEM-Velioğlu-1030520208-3,755-609-150-4-K
ECENUR-Kılıççı-1030520209-1,082-7205-1776-4-K
EYLÜL-Çetiner-1030520210-3,429-1418-348-4-K
ATAKAN-Elmastaşoğlu-1030520211-2,338-4145-1028-4-E
BERRE-Dağdaş-1030520212-1,303-6701-1657-4-K
MELİSA-Paksüt-1030520213-0,15-9592-2381-4-K
BEKİR-Keçeci-1030520214-0,703-8133-2035-4-E
HİKMET-Tunaboylu-1030520215-2,895-2751-670-4-E
İREM-Ilıcalı-1030520216-2,304-4236-1046-4-K
VOLKAN-Tanrıkulu-1030520217-3,822-434-100-4-E
ONUR-Arıcan-1030520218-0,967-7486-1854-4-E
MİRAY-Dağdaş-1030520219-1,301-6708-1659-4-K
SELÇUK-Türkdoğan-1030520220-2,363-4085-1013-4-E
AYŞE-Akgül-1030520221-1,342-6598-1628-4-K
HİLMİ-Akaydın-1030520222-0,35-9041-2255-4-E
NEHİR-Kılıççı-1030520223-3,291-1746-436-4-K
BAHADIR-Çamdalı-1030520224-3,513-1213-297-4-E
FERHAN-Sezek-1030520225-0,367-9003-2246-4-K
HALUK-Taşlı-1030520226-0,395-8924-2227-4-E
İZZET-Özbey-1030520227-2,124-4672-1149-4-E
TAHSİN-Gönültaş-1030520228-3,174-2040-503-4-E
HİLMİ-Özdoğan-1030520229-2,72-3215-784-4-E
DİLBERAYELA-Çatalbaş-1030520230-2,848-2877-701-4-K
SÜMEYRA-Çetiner-1030520231-1,968-5043-1243-4-K
AYSU-Tekelioğlu-1030520232-3,186-2005-495-4-K
RUKİYE-Küçükler-1030520233-3,737-655-163-4-K
BİLGEHAN-Poçan-1030520234-0,152-9589-2380-4-K
BAKİ-Çağıran-1030520235-3,643-888-223-4-E
ESRA-Sarıoğlu-1030520236-0,622-8330-2083-4-K
MUSTAFA-Öztonga-1030520237-1,694-5714-1401-4-E
GAMZE-Elmastaşoğlu-1030520238-3,454-1354-327-4-K
FULYA-Adal-1030520239-0,066-9815-2449-4-K
SELÇUK-Yılmazer-1030520240-3,778-561-135-4-E
BAHADIR-Yalçın-1030520241-3,384-1526-380-4-E
MİHRİBAN-Gönültaş-1030520242-0,164-9559-2375-4-K
GONCA-Erkekli-1030520243-3,869-328-80-4-K
MEHTAP-Arslanoğlu-1030520244-0,064-9820-2451-4-K
FAİK-Kocabıyık-1030520245-1,664-5776-1420-4-E
AŞİYAN-Sezek-1030520246-1,314-6665-1642-4-K
DERVİŞ-Bademci-1030520247-0,634-8298-2078-4-E
VEYSEL-Elmastaşoğlu-1030520248-2,912-2693-654-4-E
MUHAMMED-Tanrıkulu-1030520249-0,581-8444-2112-4-E
ESAT-Mayhoş-1030520250-0,547-8534-2132-4-E
TAYFUN-Korol-1030520251-0,303-9171-2282-4-E
AYSU-Ertürk-1030520252-1,359-6553-1619-4-K
BÜŞRA-Taşçı-1030520253-0,441-8814-2198-4-K
CEREN-Kocabıyık-1030520254-2,761-3100-748-4-K
DİLEK-Pekkan-1030520255-2,792-3010-732-4-K
ELÇİN-Pektemek-1030520256-0,955-7516-1866-4-K
CANER-Kurutluoğlu-1030520257-1,627-5864-1446-4-E
DİLBERAYELA-Yalçın-1030520258-2,347-4119-1022-4-K
TUĞBA-Kuzucu-1030520259-1,905-5204-1288-4-K
HÜMEYRA-Karadaş-1030520260-3,895-262-62-4-K
DİLRUBA-Topçuoğlu-1030520261-0,587-8426-2110-4-K
YASEMİN-Orbay-1030520262-1,06-7259-1790-4-K
TOPRAK-Beşerler-1030520263-3,168-2054-504-4-E
HÜSAMEDDİN-Kocabıyık-1030520264-2,808-2960-723-4-E
ÇİCEK-Tunaboylu-1030520265-0,403-8910-2224-4-K
İLAYDA-Atakol-1030520266-0,921-7609-1890-4-K
FAHRİ-Tokatlıoğlu-1030520267-2,79-3017-735-4-E
ASLIHAN-Özkök -1030520268-3,857-358-86-4-K
ANIL-Ertürk-1030520269-0,831-7820-1948-4-E
ŞAHİN-Eronat-1030520270-2,544-3627-889-4-E
İSMAİL-Aybar-1030520271-3,562-1086-275-4-E
METEHAN-Akgül-1030520272-3,465-1326-324-4-E
SEYYİD-Hakyemez-1030520273-0,036-9895-2470-4-E
ŞEYMANUR-Koç-1030520274-2,96-2561-618-4-K
MEHMET-Babacan-1030520275-3,408-1465-359-4-E
NURULLAH-Kocabıyık-1030520276-1,875-5276-1302-4-E
FERHAN-Kılıççı-1030520277-2,737-3173-768-4-K
NAZİK-Egeli-1030520278-3,743-641-161-4-K
MUSTAFA-Akal-1030520279-0,493-8684-2165-4-E
İNCİ-Özdoğan-1030520280-1,133-7092-1750-4-K
NECLA-Adal-1030520281-2,721-3212-782-4-K
AYLİN-Atakol-1030520282-2,763-3094-747-4-K
EMRULLAH-Akal-1030520283-1,898-5216-1290-4-E
ASLIM-Baturalp-1030520284-0,106-9709-2414-4-K
HİLMİ-Topçuoğlu-1030520285-3,935-164-38-4-E
ERSİN-Bakırcıoğlu-1030520286-0,081-9783-2436-4-E
KAAN-Baykam-1030520287-2,624-3446-850-4-E
SALİH-Öztuna-1030520288-2,664-3339-816-4-E
FATİH-Doğan -1030520289-2,526-3666-896-4-E
UMUT-Kunt-1030520290-3,717-697-171-4-E
ÖZGÜR-Topaloğlu-1030520291-1,746-5575-1371-4-E
ONUR-Aybar-1030520292-2,341-4139-1026-4-E
AYÇA-Özbey-1030520293-2,792-3011-733-4-K
YILDIZ-Berberoğlu-1030520294-0,258-9293-2311-4-K
ANIL-Ozansoy-1030520295-3,057-2330-569-4-E
TAYFUN-Ilıcalı-1030520296-3,729-672-166-4-E
SEYYİD-Tütüncü-1030520297-0,916-7618-1892-4-E
HİKMET-Polat-1030520298-2,262-4328-1067-4-E
MEHMET-Küçükler-1030520299-0,517-8611-2145-4-E
ŞAHİN-Ekici-1030520300-1,306-6693-1651-4-E
NİMET-Erberk-1030520301-1,123-7113-1756-4-K
HAZİM-Atakol-1030520302-0,963-7496-1859-4-E
HATİCE-Durak -1030520303-3,083-2266-555-4-K
HABİBE-Ekici-1030520304-3,858-353-84-4-K
SENEM-Ertürk-1030520305-2,992-2474-601-4-K
ESAT-Hamzaoğlu-1030520306-3,713-711-177-4-E
HİLMİ-Yalçın-1030520307-2,51-3693-904-4-E
FAHRİ-Mertoğlu-1030520308-3,115-2181-535-4-E
ILGIN-Uca-1030520309-3,89-274-66-4-K
MERVE-Okumuş-1030520310-2,662-3349-820-4-K
OSMAN-Orbay-1030520311-1,102-7163-1767-4-E
HAYAL-Baturalp-1030520312-0,5-8657-2155-4-K
HALİT-Kahveci-1030520313-2,363-4086-1014-4-E
BURAK-Nebioğlu-1030520314-3,632-916-229-4-E
ÇETİN-Önür-1030520315-3,726-680-169-4-E
AHSEN-Korol-1030520316-2,326-4174-1033-4-K
HALİL-Okumuş-1030520317-2,889-2773-678-4-E
ONUR-Atakol-1030520318-2,253-4350-1071-4-E
ASLIHAN-Paksüt-1030520319-1,205-6928-1706-4-K
VEYSEL-Egeli-1030520320-2,064-4821-1189-4-E
NEŞE-Tanrıkulu-1030520321-2,271-4301-1058-4-K
EMRE-Koç-1030520322-1,786-5482-1349-4-E
KEMAL-Kavaklıoğlu-1030520323-2,26-4335-1068-4-E
BAKİ-Koçoğlu-1030520324-3,477-1298-321-4-E
AKIN-Adal-1030520325-0,923-7602-1888-4-E
HAZAN-Gönültaş-1030520326-2,132-4648-1144-4-K
CİVAN-Akay-1030520327-3,013-2423-587-4-E
BERRE-Aykaç-1030520328-0,616-8352-2091-4-K
NAZİK-Akışık-1030520329-1,736-5614-1381-4-K
CEM-Aşıkoğlu-1030520330-3,372-1557-389-4-E
ARİF-Arıcan-1030520331-3,993-19-6-4-E
YELİZ-Kunter-1030520332-1,012-7372-1819-4-K
ASLIM-Akışık-1030520333-0,215-9407-2343-4-K
AYŞE-Doğan -1030520334-3,918-201-49-4-K
CANER-Erbulak-1030520335-2,449-3862-953-4-E
ÇİLENAY-Doğan -1030520336-2,945-2606-632-4-K
TAHA-Pektemek-1030520337-3,316-1693-426-4-E
ŞEYMA-Atakol-1030520338-2,731-3193-775-4-K
SAİD-Tekand-1030520339-0,354-9033-2254-4-E
HASAN-Ertürk-1030520340-1,31-6678-1646-4-E
İREM-Taşlı-1030520341-0,558-8503-2126-4-K
ARİF-Erbay-1030520342-2,505-3701-906-4-E
MERVE-Berberoğlu-1030520343-0,997-7409-1828-4-K
İBRAHİM-Erdoğan-1030520344-1,432-6363-1570-4-E
CEYDA-Atakol-1030520345-0,288-9217-2292-4-K
NECLA-Tuğlu-1030520346-2,069-4805-1186-4-K
NİHAL-Abadan-1030520347-2,315-4205-1042-4-K
DESTAN-Aşıkoğlu-1030520348-1,146-7067-1742-4-K
BATUHAN-Kutlay-1030520349-1,107-7152-1764-4-E
MEHTAP-Tekand-1030520350-2,636-3415-838-4-K
MUSTAFA-Bakırcıoğlu-1030520351-1,771-5521-1361-4-E
KADİR-Nebioğlu-1030520352-2,256-4341-1070-4-E
HİKMET-Erginsoy-1030520353-3,389-1510-374-4-E
ANIL-Kunt-1030520354-0,072-9802-2444-4-E
MAHMURE-Kunter-1030520355-3,676-805-197-4-K
FAZİLET-Arıcan-1030520356-3,791-522-125-4-K
FULYA-Akbulut-1030520357-0,239-9339-2329-4-K
CİVAN-Kahveci-1030520358-1,58-5968-1470-4-E
METEHAN-Günday-1030520359-2,907-2709-660-4-E
SAİD-Öztonga-1030520360-0,948-7530-1870-4-E
CANAN-Yılmazer-1030520361-3,869-329-81-4-K
ÇİLENAY-Akman-1030520362-1,943-5104-1259-4-K
RÜMEYSA-Sarıoğlu-1030520363-1,465-6275-1547-4-K
HİLMİ-Kumcuoğlu-1030520364-2,684-3297-808-4-E
SAMET-Yıldırım -1030520365-2,017-4922-1211-4-E
YAHYA-Gönültaş-1030520366-0,815-7863-1962-4-E
UTKU-Ilıcalı-1030520367-1,584-5961-1469-4-E
ASLIM-Paksüt-1030520368-1,937-5118-1266-4-K
OSMAN-Ertürk-1030520369-0,833-7814-1945-4-E
HALDUN-Bakırcıoğlu-1030520370-3,887-282-70-4-E
ÇİLAY-Kutlay-1030520371-1,359-6554-1620-4-K
YUNUSHAN-Ekici-1030520372-3,732-665-164-4-E
MERT-Topaloğlu-1030520373-0,216-9403-2342-4-E
DOĞUKAN-Özbir-1030520374-1,448-6320-1558-4-E
FAİK-Hakyemez-1030520375-3,249-1857-464-4-E
ÇAĞLAR-Topaloğlu-1030520376-0,338-9068-2261-4-E
HÜSEYİN-Tunaboylu-1030520377-0,453-8787-2188-4-E
BURHAN-Koç-1030520378-2,546-3624-888-4-E
HAZAN-Okumuş-1030520379-3,085-2259-552-4-K
HAKAN-Sarıoğlu-1030520380-0,057-9834-2456-4-E
AHENK-Alyanak-1030520381-0,032-9906-2473-4-K
DENİZ-Ayaydın-1030520382-1,626-5866-1448-4-E
ŞAHİN-Alnıaçık-1030520383-3,878-307-73-4-E
ERSİN-Arslanoğlu-1030520384-1,686-5732-1409-4-E
SALİH-Taşçı-1030520385-1,048-7291-1802-4-E
HAMZA-Hamzaoğlu-1030520386-0,861-7746-1923-4-E
BERRE-Babacan-1030520387-2,312-4215-1043-4-K
NURULLAH-Atan-1030520388-1,837-5365-1317-4-E
FAHRİ-Barbarosoğlu-1030520389-2,15-4593-1123-4-E
CUMAALİ-Kunter-1030520390-2,801-2982-727-4-E
CANTEKİN-Karaböcek-1030520391-2,897-2741-668-4-E
GÜL-Taşçı-1030520392-1,071-7233-1783-4-K
YAHYA-Erginsoy-1030520393-3,543-1134-279-4-E
ASLIHAN-Hamzaoğlu-1030520394-1,993-4980-1227-4-K
İBRAHİM-Türkdoğan-1030520395-2,906-2713-662-4-E
İBRAHİM-Koç-1030520396-0,992-7422-1832-4-E
VOLKAN-Baykam-1030520397-1,678-5746-1411-4-E
VEYSEL-Türkyılmaz-1030520398-2,604-3495-864-4-E
TUĞBA-Öztonga-1030520399-0,807-7881-1969-4-K
HALDUN-Kunter-1030520400-0,494-8680-2163-4-E
FAHRİ-Çapanoğlu-1030520401-3,788-530-128-4-E
VEYSEL-Durmaz-1030520402-3,214-1944-482-4-E
FAZİLET-Pekkan-1030520403-3,697-747-183-4-K
EREN-Kasapoğlu-1030520404-2,096-4739-1169-4-E
AHU-Eronat-1030520405-1,619-5879-1452-4-K
İLYA-Uluhan-1030520406-2,793-3005-731-4-K
RABİA-Akbulut-1030520407-2,207-4456-1094-4-K
BÜLENT-Karaböcek-1030520408-0,807-7882-1970-4-E
İPEK-Avan-1030520409-2,1-4732-1168-4-K
ŞEVVAL-Demirbaş-1030520410-0,633-8301-2079-4-K
FERDA-Ilıcalı-1030520411-2,326-4175-1034-4-K
AHSEN-Kaya -1030520412-2,156-4572-1119-4-K
UTKU-Oraloğlu-1030520413-2,664-3340-817-4-E
NERGİS-Alnıaçık-1030520414-0,022-9943-2483-4-K
YEŞİM-Kocabıyık-1030520415-1,784-5491-1353-4-K
ŞERİFE-Baturalp-1030520416-3,628-927-233-4-K
VEYSEL-Bolatlı-1030520417-2,926-2664-646-4-E
BAHADIR-Akman-1030520418-0,851-7770-1930-4-E
BÜŞRA-Akgül-1030520419-0,553-8512-2127-4-K
EMRE-Hamzaoğlu-1030520420-1,805-5436-1339-4-E
BURHAN-Tokgöz-1030520421-2,506-3699-905-4-E
ERSİN-Özbir-1030520422-3,542-1137-281-4-E
AFŞIN-Samancı-1030520423-0,125-9659-2398-4-E
TAYFUR-Poyrazoğlu-1030520424-3,099-2224-546-4-E
CANER-Çatalbaş-1030520425-2,006-4951-1218-4-E
HÜSAMEDDİN-Evliyaoğlu-1030520426-1,283-6751-1669-4-E
ERKAN-Kulaksızoğlu-1030520427-1,868-5296-1304-4-E
ÖZGÜR-Öztonga-1030520428-2,592-3524-869-4-E
CEYLİN-Adal-1030520429-0,681-8196-2049-4-K
GÜLDESTE-Ilıcalı-1030520430-3,615-966-244-4-K
DİLAN-Adal-1030520431-3,079-2277-556-4-K
ÇAĞATAY-Kurutluoğlu-1030520432-1,449-6317-1557-4-E
GAYE-Tüzün-1030520433-2,281-4286-1054-4-K
HİLMİ-Durak -1030520434-2,025-4897-1205-4-E
ECENUR-Tokgöz-1030520435-2,744-3149-761-4-K
HANDAN-Kavaklıoğlu-1030520436-3,947-128-26-4-K
YEŞİM-Özgörkey-1030520437-2,388-4025-993-4-K
BATUHAN-Çatalbaş-1030520438-1,937-5119-1267-4-E
YAHYA-Hamzaoğlu-1030520439-0,365-9009-2248-4-E
TAYFUR-Karaböcek-1030520440-2,119-4687-1154-4-E
KADİR-Karaböcek-1030520441-2,378-4050-1005-4-E
EKREM-Alyanak-1030520442-2,346-4124-1024-4-E
FATİH-Ilıcalı-1030520443-1,474-6255-1542-4-E
